,0,1,2,3,4,5,6
0,0.33339049905676554,0.0,0.10125940761008265,0.33339049905676554,0.0,0.0,206.94738364219666
1,0.33321900188646886,0.0,0.0999871349543291,0.33321900188646886,0.0,0.0,376.9504060745239
2,0.33356199622706223,0.0,0.10122699386503067,0.33356199622706223,0.0,0.0,550.4084498882294
3,0.3325330132052821,0.0,0.10107027724049,0.3325330132052821,0.0,0.0,718.5441026687622
4,0.33304750471617217,0.0,0.10076732705327673,0.33304750471617217,0.0,0.0,890.1074271202087
5,0.33356199622706223,0.0,0.10284014077738168,0.33356199622706223,0.0,0.0,1060.522662639618
6,0.3325330132052821,0.0,0.10105483414809073,0.3325330132052821,0.0,0.0,1231.6593234539032
7,0.3327045103755788,0.0,0.10145303911931555,0.3327045103755788,0.0,0.0,1401.5357320308685
8,0.33321900188646886,0.0,0.09997427321842037,0.33321900188646886,0.0,0.0,1572.6881608963013
9,0.3325330132052821,0.0,0.10101214650094574,0.3325330132052821,0.0,0.0,1743.538128376007
