,0,1,2,3,4,5,6
0,0.6239669421487604,0.644404973357016,0.6227206213935339,0.6239669421487604,0.5664913598797896,0.681442524417731,301.33563208580017
1,0.6391810668670173,0.6592158949795992,0.6379296397667902,0.6391810668670173,0.5803906836964688,0.6979714500375658,567.814838886261
2,0.6461307287753568,0.6739356178608514,0.6435386508195428,0.6461307287753568,0.5608564988730278,0.731404958677686,837.6766529083252
3,0.6598422238918107,0.6792987426952365,0.6585855841050667,0.6598422238918107,0.5991735537190083,0.7205108940646131,1229.6613256931305
4,0.6575882794891059,0.6781994704324802,0.6561778006386765,0.6575882794891059,0.5935386927122465,0.7216378662659655,1501.3661596775055
5,0.6320435762584523,0.6618332470222682,0.6291658511115461,0.6320435762584523,0.5439519158527423,0.7201352366641622,1769.0086851119995
6,0.6453794139744553,0.6660771135479308,0.644011724575327,0.6453794139744553,0.5833959429000751,0.7073628850488355,2040.4205384254456
7,0.6515777610818934,0.6658259773013872,0.6509432025019786,0.6515777610818934,0.6089406461307287,0.6942148760330579,2354.9803335666656
8,0.6318557475582269,0.655536028119508,0.6301076671456758,0.6318557475582269,0.5631104432757326,0.7006010518407213,2625.8213238716125
9,0.6401202103681443,0.6566308243727598,0.6392862093450224,0.6401202103681443,0.5920360631104433,0.6882043576258452,2950.426182985306
