,0,1,2,3,4,5,6
0,0.6541082923135176,0.654957507082153,0.6541061970787496,0.6541082923135176,0.6516471033699356,0.6565694812570996,328.0089490413666
1,0.6028019689511549,0.569729286300246,0.600441295752092,0.6028019689511549,0.6796667928814842,0.5259371450208254,626.8771207332611
2,0.6175691026126467,0.609284332688588,0.6173970792104415,0.6175691026126467,0.6387731919727376,0.5963650132525559,916.1782886981964
3,0.626088602801969,0.6374150908757114,0.6257233750255047,0.626088602801969,0.5948504354411208,0.6573267701628172,1213.451670408249
4,0.6427489587277546,0.6550904770608664,0.6422909679629877,0.6427489587277546,0.6069670579326013,0.678530859522908,1529.4022850990295
5,0.6393411586520258,0.658050619278406,0.6382582357357381,0.6393411586520258,0.5846270352139341,0.6940552820901174,1840.2323365211487
6,0.6450208254449072,0.6585321435075578,0.6444641793824011,0.6450208254449072,0.6054524801211663,0.6845891707686482,2154.0353107452393
7,0.6205982582355168,0.6073667711598746,0.6201669020634537,0.6205982582355168,0.654297614539947,0.5868989019310867,2447.3997688293457
8,0.627603180613404,0.645393906616189,0.6266634671609946,0.627603180613404,0.5774327906096176,0.6777735706171905,2741.1917519569397
9,0.6192730026505112,0.6206376155442369,0.6192680762501728,0.6192730026505112,0.6156758803483529,0.6228701249526695,3037.256600856781
