,0,1,2,3,4,5,6
0,0.5903242408646423,0.6516411378555799,0.5772259405705132,0.5903242408646423,0.4143077714873906,0.766340710241894,229.1494460105896
1,0.5895522388059702,0.6545375785141867,0.5744954136627985,0.5895522388059702,0.4014410705095214,0.777663407102419,440.50950384140015
2,0.6019042717447246,0.6465615718528673,0.5954457343800419,0.6019042717447246,0.4755532681420484,0.728255275347401,653.7980325222015
3,0.59547092125579,0.660475161987041,0.5800784466841634,0.59547092125579,0.4040144107050952,0.7869274318064848,874.4023263454437
4,0.5957282552753475,0.6454524937937259,0.5876169981689372,0.5957282552753475,0.4554812146165723,0.7359752959341225,1094.700722694397
5,0.5913535769428718,0.6464826357969724,0.5811681471667789,0.5913535769428718,0.43540916109109623,0.7472979927946475,1311.639573097229
6,0.5998455995882656,0.6534432805883664,0.5900397529273644,0.5998455995882656,0.4451878538342769,0.7545033453422543,1530.388869524002
7,0.5916109109624292,0.6387434554973821,0.5845389369821921,0.5916109109624292,0.4611425630468348,0.7220792588780237,1750.5242097377777
8,0.6024189397838394,0.6716259298618491,0.5839381687131222,0.6024189397838394,0.3916623777663407,0.8131755018013381,1966.4265446662903
9,0.5936695831188883,0.6562159808404092,0.5797594531443317,0.5936695831188883,0.4117344312918168,0.7756047349459598,2182.763744831085
